iter	Logloss
0	0.6459125965
1	0.6050566581
2	0.5613923061
3	0.533109623
4	0.5068661875
5	0.4703663328
6	0.4488685077
7	0.4227116202
8	0.3908383572
9	0.3803617838
10	0.3528194274
11	0.3442882601
12	0.3243530587
13	0.3088131866
14	0.2887447759
15	0.276026501
16	0.2667194235
17	0.2560222993
18	0.2442892549
19	0.2305495251
20	0.2207290803
21	0.213081581
22	0.2078451558
23	0.1964474695
24	0.1833381266
25	0.1770352789
26	0.1690893783
27	0.1630865187
28	0.1591439029
29	0.1558330169
30	0.1533327091
31	0.1496696499
32	0.1453595563
33	0.1382992768
34	0.1353100922
35	0.1320601193
36	0.1279336807
37	0.1244304651
38	0.1179032061
39	0.1138809089
40	0.1094844581
41	0.1067165261
42	0.1036598976
43	0.1004546483
44	0.09884535555
45	0.09494671564
46	0.09249495376
47	0.08950550974
48	0.08746288982
49	0.08526754453
50	0.0816988839
51	0.07993543145
52	0.07806853193
53	0.07617089355
54	0.07473147708
55	0.07243644601
56	0.06935390802
57	0.0665845036
58	0.06458530261
59	0.06286547508
60	0.061124331
61	0.05952519299
62	0.05847986567
63	0.05681678945
64	0.0555000614
65	0.0547172313
66	0.05332863047
67	0.05218027189
68	0.05071899718
69	0.04925715026
70	0.04817290155
71	0.04665165973
72	0.04607998098
73	0.0457218492
74	0.0442803232
75	0.04358261816
76	0.04303456766
77	0.04198250358
78	0.04138254263
79	0.04113341213
80	0.04014671295
81	0.03916399632
82	0.03828620306
83	0.03771246436
84	0.03730747279
85	0.03637390096
86	0.0361527551
87	0.03517852619
88	0.03467823956
89	0.03437641659
90	0.03400160312
91	0.03381464843
92	0.03324200837
93	0.03307501601
94	0.03263972808
95	0.03194487262
96	0.03120694537
97	0.03070088711
98	0.02997017346
99	0.02936242671
100	0.02916331075
101	0.02867769928
102	0.02823735306
103	0.02747623624
104	0.02715030817
105	0.02646775512
106	0.02585239041
107	0.02521775573
108	0.02462092475
109	0.02427004471
110	0.02351170309
111	0.02312680165
112	0.02283334049
113	0.02223487491
114	0.02188057309
115	0.02139153221
116	0.02120218951
117	0.02081433739
118	0.0205571922
119	0.02016079134
120	0.02007629761
121	0.0197530837
122	0.01963829171
123	0.01906110071
124	0.01870131716
125	0.01820845014
126	0.01809530801
127	0.01773561601
128	0.01764284248
129	0.01721910356
130	0.01698776482
131	0.01655063058
132	0.0161861683
133	0.01593940577
134	0.0158208439
135	0.01575433935
136	0.01564969828
137	0.01541825178
138	0.01529355396
139	0.01500300915
140	0.01464110558
141	0.01451270656
142	0.01431738813
143	0.01413927019
144	0.01409563383
145	0.01393900315
146	0.01376158044
147	0.0134878289
148	0.0133122258
149	0.01315212947
150	0.01295941744
151	0.01273523126
152	0.01247636087
153	0.01225702127
154	0.01216920876
155	0.01204869853
156	0.01182546126
157	0.01161066783
158	0.01138572348
159	0.01124643158
160	0.01111720762
161	0.01105102732
162	0.01088227448
163	0.0107476222
164	0.01065520057
165	0.0105727191
166	0.01047147693
167	0.01030500146
168	0.01014077476
169	0.01007309624
170	0.009994080423
171	0.009892482532
172	0.009797915135
173	0.009736668199
174	0.009549929037
175	0.009505903571
176	0.009404751046
177	0.009248734534
178	0.009132517754
179	0.009049514624
180	0.008917964652
181	0.00878149753
182	0.008679454273
183	0.008627776515
184	0.008511225949
185	0.008405805727
186	0.008296612765
187	0.00822237105
188	0.008019610143
189	0.007899517626
190	0.007801615227
191	0.007692837114
192	0.007603719972
193	0.007562192657
194	0.007519202405
195	0.007360023029
196	0.007257419487
197	0.007203431928
198	0.007155319962
199	0.00709717581
200	0.006986942865
201	0.006897792821
202	0.006870999313
203	0.006793956177
204	0.006721036255
205	0.006644139508
206	0.00657384887
207	0.00650257976
208	0.00640927789
209	0.006371415073
210	0.006331217659
211	0.006277229147
212	0.006221346158
213	0.00620254588
214	0.006153064436
215	0.006123276388
216	0.006080681911
217	0.006006856475
218	0.005965314379
219	0.00595019195
220	0.005882575417
221	0.005854594583
222	0.005815348937
223	0.005775918755
224	0.005713686196
225	0.005686229884
226	0.005652613306
227	0.005597813216
228	0.005566852624
229	0.005542742758
230	0.005498610957
231	0.005449423245
232	0.005402109983
233	0.005375856255
234	0.005338970956
235	0.005318839347
236	0.005291684873
237	0.005261249756
238	0.005243993001
239	0.005217667271
240	0.005163873308
241	0.005135085666
242	0.005116476123
243	0.00509712462
244	0.005047327034
245	0.005024658648
246	0.005006441066
247	0.004979645174
248	0.004955673591
249	0.004944380168
250	0.004938130734
251	0.004930271496
252	0.004878954228
253	0.004843112249
254	0.004829111818
255	0.004802139497
256	0.004781755641
257	0.004781769469
258	0.004765347657
259	0.004717934735
260	0.004699298489
261	0.004680086224
262	0.004638284728
263	0.004621570614
264	0.004603540429
265	0.004566019981
266	0.004545504041
267	0.004539748134
268	0.004530764989
269	0.004512345704
270	0.004496526615
271	0.004477125522
272	0.004460645536
273	0.004444622837
274	0.004415864758
275	0.004398212705
276	0.004380254522
277	0.004365361452
278	0.004323672012
279	0.004306337533
280	0.004288500467
281	0.004269336362
282	0.004253393295
283	0.004253422382
284	0.004236960039
285	0.004221857637
286	0.004221857637
287	0.00420593412
288	0.004196590486
289	0.004181048917
290	0.004180939244
291	0.004173692265
292	0.004166195901
293	0.004141975886
294	0.004141964442
295	0.004095003562
296	0.00407404464
297	0.00405372468
298	0.00404579487
299	0.004038175958
300	0.004020892024
301	0.004009582865
302	0.004009347784
303	0.003976245714
304	0.003969104594
305	0.003954575589
306	0.003924660463
307	0.00390987182
308	0.003896698703
309	0.003866049486
310	0.003849275768
311	0.003827203192
312	0.003810325285
313	0.003784177415
314	0.003772178272
315	0.003771982769
316	0.00374528439
317	0.003734648288
318	0.003734648288
319	0.003715704005
320	0.003695545693
321	0.003695401688
322	0.003684920081
323	0.003678671839
324	0.003667791358
325	0.003655460813
326	0.003631081057
327	0.003619868458
328	0.003609327723
329	0.003601770323
330	0.003590129763
331	0.003572830569
332	0.003554669254
333	0.003540382244
334	0.003540225126
335	0.003517244174
336	0.00349787026
337	0.00348358182
338	0.003483319321
339	0.003477899584
340	0.003452698475
341	0.003437487831
342	0.00342428372
343	0.003412405455
344	0.003397062489
345	0.003359860092
346	0.003344604386
347	0.003319852936
348	0.003319803106
349	0.003306686495
350	0.003287550761
351	0.003277842823
352	0.003264939596
353	0.003245849163
354	0.003226434002
355	0.003220566753
356	0.003200021011
357	0.003177043397
358	0.003163981383
359	0.003147535252
360	0.003141652506
361	0.003130690724
362	0.003130677134
363	0.003109826454
364	0.003090027201
365	0.003078935718
366	0.003065906845
367	0.003060341196
368	0.003060221986
369	0.003060234384
370	0.003060124711
371	0.003049669807
372	0.003038926178
373	0.003017404349
374	0.003017404349
375	0.003007591269
376	0.002986640214
377	0.002977255811
378	0.002948269565
379	0.002939591597
380	0.002939591597
381	0.002939591597
382	0.002939591597
383	0.002939613293
384	0.002939621161
385	0.002939637135
386	0.00293656177
387	0.002936530538
388	0.002936462111
389	0.002936334319
390	0.002934450095
391	0.002931497278
392	0.002931383314
393	0.002931383314
394	0.002931410493
395	0.002931420984
396	0.002931367339
397	0.002928530871
398	0.002928563296
399	0.002928503214
400	0.002908527531
401	0.002899581103
402	0.002896869327
403	0.002896854545
404	0.002896854545
405	0.002896854545
406	0.002896901037
407	0.002896856691
408	0.002896729137
409	0.002896792556
410	0.002896776344
411	0.002896699335
412	0.002896421815
413	0.00289661112
414	0.002896597291
415	0.002896484758
416	0.002896484758
417	0.002896484758
418	0.002896411802
419	0.002896361734
420	0.002896373416
421	0.002896196271
422	0.002896355058
423	0.002896258498
424	0.002896291877
425	0.002896285201
426	0.00289642253
427	0.002896327163
428	0.002896341468
429	0.002893643997
430	0.002884947432
431	0.002871861338
432	0.002863850704
433	0.002863850704
434	0.002863850704
435	0.002845308872
436	0.002837955558
437	0.002820251053
438	0.002820096558
439	0.002819968289
440	0.002812306938
441	0.002804767419
442	0.002790531431
443	0.002790482555
444	0.00277503683
445	0.002775004882
446	0.002757407188
447	0.002749996655
448	0.002741344674
449	0.002741436465
450	0.002724817957
451	0.002718011338
452	0.002718011338
453	0.002718052823
454	0.00270113963
455	0.00270113963
456	0.00268541424
457	0.002685317442
458	0.002670026212
459	0.002655025853
460	0.002639219161
461	0.002631013024
462	0.00262292991
463	0.002623012403
464	0.002623012403
465	0.002623012403
466	0.002607658946
467	0.002599376991
468	0.002581399258
469	0.002581248816
470	0.00257340126
471	0.002555363922
472	0.002541656747
473	0.002527532339
474	0.002511018497
475	0.002511066896
476	0.002508705835
477	0.002508573751
478	0.002502783511
479	0.002486147122
480	0.002472863379
481	0.002472909871
482	0.002472921076
483	0.002470775545
484	0.002470753611
485	0.002464377099
486	0.002450918357
487	0.002451000373
488	0.002443466576
489	0.002435453081
490	0.002435548448
491	0.00242820944
492	0.002413879038
493	0.002413902403
494	0.002413841845
495	0.002413866879
496	0.002413931967
497	0.002413893343
498	0.002413821341
499	0.002413821341
